Datum/Uhrzeit;774 [°C];774 [m/s];
04.06.25 15:27:54;22,0;3,98;
04.06.25 15:27:55;22,0;3,98;
04.06.25 15:27:56;22,0;4,00;
04.06.25 15:27:57;22,0;3,99;
04.06.25 15:27:58;22,0;3,97;
04.06.25 15:27:59;22,0;4,00;
04.06.25 15:28:00;22,0;3,93;
04.06.25 15:28:01;22,0;3,97;
04.06.25 15:28:02;22,0;3,99;
04.06.25 15:28:03;22,0;4,02;
04.06.25 15:28:04;22,0;4,01;
04.06.25 15:28:05;22,0;4,00;
04.06.25 15:28:06;22,0;3,99;
04.06.25 15:28:07;22,0;3,99;
04.06.25 15:28:08;22,0;3,95;
04.06.25 15:28:09;22,0;3,98;
04.06.25 15:28:10;22,0;3,96;
04.06.25 15:28:11;22,0;3,99;
04.06.25 15:28:12;22,0;4,00;
04.06.25 15:28:13;21,9;3,99;
04.06.25 15:28:14;21,9;3,98;
04.06.25 15:28:15;21,9;3,95;
04.06.25 15:28:16;21,9;3,97;
04.06.25 15:28:17;21,9;4,06;
04.06.25 15:28:18;21,9;4,00;
04.06.25 15:28:19;21,9;4,01;
04.06.25 15:28:20;21,9;4,00;
04.06.25 15:28:21;21,9;4,01;
04.06.25 15:28:22;21,9;3,98;
04.06.25 15:28:23;21,9;3,98;
04.06.25 15:28:24;21,9;4,02;
04.06.25 15:28:25;21,9;3,99;
04.06.25 15:28:26;21,9;3,99;
04.06.25 15:28:27;21,9;3,97;
04.06.25 15:28:28;21,9;3,97;
04.06.25 15:28:29;21,9;3,98;
04.06.25 15:28:30;21,8;3,94;
04.06.25 15:28:31;21,8;3,91;
04.06.25 15:28:32;21,8;3,93;
04.06.25 15:28:33;21,8;3,94;
04.06.25 15:28:34;21,8;3,96;
04.06.25 15:28:35;21,8;4,00;
04.06.25 15:28:36;21,8;3,99;
04.06.25 15:28:37;21,8;4,01;
04.06.25 15:28:38;21,8;3,96;
04.06.25 15:28:39;21,8;3,94;
04.06.25 15:28:40;21,8;3,93;
04.06.25 15:28:41;21,8;3,98;
04.06.25 15:28:42;21,8;3,98;
04.06.25 15:28:43;21,8;3,97;
04.06.25 15:28:44;21,8;3,98;
04.06.25 15:28:45;21,8;3,99;
04.06.25 15:28:46;21,8;3,96;
04.06.25 15:28:47;21,8;3,95;
04.06.25 15:28:48;21,8;3,94;
04.06.25 15:28:49;21,8;3,92;
04.06.25 15:28:50;21,8;3,92;
04.06.25 15:28:51;21,7;3,92;
04.06.25 15:28:52;21,7;3,94;
04.06.25 15:28:53;21,7;3,91;
04.06.25 15:28:54;21,7;3,90;
Durchschnitt gesamt;21,9;3,97;
Minimum gesamt;21,7;3,90;
Maximum gesamt;22,0;4,06;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;04.06.25 15:28:55;04.06 6;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;04.06.25 15:27:54;04.06.25 15:28:54;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

