Datum/Uhrzeit;774 [°C];774 [m/s];
18.07.25 10:31:46;22,0;2,97;
18.07.25 10:31:47;22,0;2,98;
18.07.25 10:31:48;22,0;2,98;
18.07.25 10:31:49;22,0;2,97;
18.07.25 10:31:50;22,0;2,97;
18.07.25 10:31:51;22,0;2,97;
18.07.25 10:31:52;22,0;2,97;
18.07.25 10:31:53;22,0;2,96;
18.07.25 10:31:54;22,0;2,97;
18.07.25 10:31:55;22,0;2,97;
18.07.25 10:31:56;22,0;2,97;
18.07.25 10:31:57;22,0;2,97;
18.07.25 10:31:58;22,0;2,96;
18.07.25 10:31:59;22,0;2,96;
18.07.25 10:32:00;22,0;2,97;
18.07.25 10:32:01;22,0;2,97;
18.07.25 10:32:02;22,0;2,97;
18.07.25 10:32:03;22,0;2,97;
18.07.25 10:32:04;22,0;2,98;
18.07.25 10:32:05;22,0;2,97;
18.07.25 10:32:06;22,0;2,97;
18.07.25 10:32:07;22,0;2,97;
18.07.25 10:32:08;22,0;2,97;
18.07.25 10:32:09;22,0;2,98;
18.07.25 10:32:10;22,0;2,97;
18.07.25 10:32:11;22,0;2,97;
18.07.25 10:32:12;22,0;2,96;
18.07.25 10:32:13;22,0;2,96;
18.07.25 10:32:14;22,0;2,97;
18.07.25 10:32:15;22,0;2,95;
18.07.25 10:32:16;22,0;2,97;
18.07.25 10:32:17;22,0;2,98;
18.07.25 10:32:18;22,0;2,98;
18.07.25 10:32:19;22,0;2,98;
18.07.25 10:32:20;22,0;2,98;
18.07.25 10:32:21;22,0;2,98;
18.07.25 10:32:22;22,0;2,97;
18.07.25 10:32:23;22,0;2,96;
18.07.25 10:32:24;22,0;2,97;
18.07.25 10:32:25;22,0;2,96;
18.07.25 10:32:26;22,0;2,96;
18.07.25 10:32:27;22,0;2,95;
18.07.25 10:32:28;22,0;2,95;
18.07.25 10:32:29;22,0;2,94;
18.07.25 10:32:30;21,9;2,95;
18.07.25 10:32:31;21,9;2,97;
18.07.25 10:32:32;21,9;2,96;
18.07.25 10:32:33;21,9;2,96;
18.07.25 10:32:34;21,9;2,96;
18.07.25 10:32:35;21,9;2,96;
18.07.25 10:32:36;21,9;2,96;
18.07.25 10:32:37;21,9;2,96;
18.07.25 10:32:38;21,9;2,95;
18.07.25 10:32:39;21,9;2,96;
18.07.25 10:32:40;21,9;2,98;
18.07.25 10:32:41;21,9;2,96;
18.07.25 10:32:42;21,9;2,95;
18.07.25 10:32:43;21,9;2,96;
18.07.25 10:32:44;21,9;2,96;
18.07.25 10:32:45;21,9;2,96;
18.07.25 10:32:46;21,9;2,97;
Durchschnitt gesamt;22,0;2,97;
Minimum gesamt;21,9;2,94;
Maximum gesamt;22,0;2,98;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;18.07.25 10:32:48;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;18.07.25 10:31:46;18.07.25 10:32:46;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

