Datum/Uhrzeit;774 [°C];774 [m/s];
05.06.25 14:02:52;20,6;6,13;
05.06.25 14:02:53;20,6;6,08;
05.06.25 14:02:54;20,6;6,11;
05.06.25 14:02:55;20,6;6,11;
05.06.25 14:02:56;20,6;6,10;
05.06.25 14:02:57;20,6;6,09;
05.06.25 14:02:58;20,6;6,10;
05.06.25 14:02:59;20,6;6,09;
05.06.25 14:03:00;20,6;6,11;
05.06.25 14:03:01;20,6;6,11;
05.06.25 14:03:02;20,6;6,11;
05.06.25 14:03:03;20,6;6,11;
05.06.25 14:03:04;20,6;6,12;
05.06.25 14:03:05;20,6;6,10;
05.06.25 14:03:06;20,6;6,09;
05.06.25 14:03:07;20,6;6,11;
05.06.25 14:03:08;20,6;6,09;
05.06.25 14:03:09;20,6;6,11;
05.06.25 14:03:10;20,6;6,12;
05.06.25 14:03:11;20,6;6,10;
05.06.25 14:03:12;20,6;6,11;
05.06.25 14:03:13;20,6;6,10;
05.06.25 14:03:14;20,6;6,09;
05.06.25 14:03:15;20,6;6,11;
05.06.25 14:03:16;20,6;6,10;
05.06.25 14:03:17;20,6;6,10;
05.06.25 14:03:18;20,6;6,09;
05.06.25 14:03:19;20,6;6,11;
05.06.25 14:03:20;20,6;6,11;
05.06.25 14:03:21;20,6;6,08;
05.06.25 14:03:22;20,6;6,10;
05.06.25 14:03:23;20,6;6,10;
05.06.25 14:03:24;20,6;6,11;
05.06.25 14:03:25;20,6;6,11;
05.06.25 14:03:26;20,6;6,12;
05.06.25 14:03:27;20,6;6,09;
05.06.25 14:03:28;20,6;6,10;
05.06.25 14:03:29;20,6;6,11;
05.06.25 14:03:30;20,6;6,09;
05.06.25 14:03:31;20,6;6,09;
05.06.25 14:03:32;20,6;6,11;
05.06.25 14:03:33;20,6;6,10;
05.06.25 14:03:34;20,6;6,09;
05.06.25 14:03:35;20,6;6,11;
05.06.25 14:03:36;20,6;6,10;
05.06.25 14:03:37;20,6;6,08;
05.06.25 14:03:38;20,6;6,09;
05.06.25 14:03:39;20,6;6,10;
05.06.25 14:03:40;20,6;6,09;
05.06.25 14:03:41;20,6;6,09;
05.06.25 14:03:42;20,6;6,08;
05.06.25 14:03:43;20,6;6,10;
05.06.25 14:03:44;20,6;6,10;
05.06.25 14:03:45;20,6;6,08;
05.06.25 14:03:46;20,6;6,08;
05.06.25 14:03:47;20,6;6,11;
05.06.25 14:03:48;20,6;6,09;
05.06.25 14:03:49;20,6;6,10;
05.06.25 14:03:50;20,6;6,10;
05.06.25 14:03:51;20,6;6,11;
05.06.25 14:03:52;20,6;6,10;
Durchschnitt gesamt;20,6;6,10;
Minimum gesamt;20,6;6,08;
Maximum gesamt;20,6;6,13;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;05.06.25 14:03:53;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;05.06.25 14:02:52;05.06.25 14:03:52;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

