Datum/Uhrzeit;774 [°C];774 [m/s];
18.07.25 11:11:05;22,3;5,37;
18.07.25 11:11:06;22,3;5,34;
18.07.25 11:11:07;22,3;5,35;
18.07.25 11:11:08;22,3;5,35;
18.07.25 11:11:09;22,3;5,38;
18.07.25 11:11:10;22,3;5,36;
18.07.25 11:11:11;22,3;5,37;
18.07.25 11:11:12;22,3;5,36;
18.07.25 11:11:13;22,3;5,36;
18.07.25 11:11:14;22,3;5,35;
18.07.25 11:11:15;22,3;5,37;
18.07.25 11:11:16;22,3;5,35;
18.07.25 11:11:17;22,3;5,34;
18.07.25 11:11:18;22,3;5,36;
18.07.25 11:11:19;22,3;5,36;
18.07.25 11:11:20;22,3;5,35;
18.07.25 11:11:21;22,3;5,35;
18.07.25 11:11:22;22,3;5,36;
18.07.25 11:11:23;22,3;5,36;
18.07.25 11:11:24;22,3;5,35;
18.07.25 11:11:25;22,3;5,35;
18.07.25 11:11:26;22,3;5,38;
18.07.25 11:11:27;22,3;5,38;
18.07.25 11:11:28;22,3;5,35;
18.07.25 11:11:29;22,3;5,36;
18.07.25 11:11:30;22,3;5,34;
18.07.25 11:11:31;22,3;5,34;
18.07.25 11:11:32;22,2;5,35;
18.07.25 11:11:33;22,2;5,34;
18.07.25 11:11:34;22,2;5,35;
18.07.25 11:11:35;22,2;5,36;
18.07.25 11:11:36;22,2;5,36;
18.07.25 11:11:37;22,2;5,37;
18.07.25 11:11:38;22,2;5,34;
18.07.25 11:11:39;22,2;5,34;
18.07.25 11:11:40;22,2;5,34;
18.07.25 11:11:41;22,2;5,34;
18.07.25 11:11:42;22,2;5,33;
18.07.25 11:11:43;22,2;5,34;
18.07.25 11:11:44;22,2;5,35;
18.07.25 11:11:45;22,2;5,34;
18.07.25 11:11:46;22,2;5,35;
18.07.25 11:11:47;22,2;5,36;
18.07.25 11:11:48;22,2;5,35;
18.07.25 11:11:49;22,2;5,37;
18.07.25 11:11:50;22,2;5,35;
18.07.25 11:11:51;22,2;5,36;
18.07.25 11:11:52;22,2;5,36;
18.07.25 11:11:53;22,2;5,34;
18.07.25 11:11:54;22,2;5,35;
18.07.25 11:11:55;22,2;5,34;
18.07.25 11:11:56;22,2;5,33;
18.07.25 11:11:57;22,2;5,33;
18.07.25 11:11:58;22,2;5,33;
18.07.25 11:11:59;22,2;5,34;
18.07.25 11:12:00;22,2;5,34;
18.07.25 11:12:01;22,2;5,34;
18.07.25 11:12:02;22,2;5,33;
18.07.25 11:12:03;22,2;5,33;
18.07.25 11:12:04;22,2;5,34;
18.07.25 11:12:05;22,2;5,33;
Durchschnitt gesamt;22,2;5,35;
Minimum gesamt;22,2;5,33;
Maximum gesamt;22,3;5,38;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;18.07.25 11:12:07;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;18.07.25 11:11:05;18.07.25 11:12:05;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

