Datum/Uhrzeit;774 [°C];774 [m/s];
12.08.25 14:15:24;23,1;2,74;
12.08.25 14:15:25;23,1;2,74;
12.08.25 14:15:26;23,1;2,74;
12.08.25 14:15:27;23,1;2,74;
12.08.25 14:15:28;23,1;2,74;
12.08.25 14:15:29;23,0;2,75;
12.08.25 14:15:30;23,0;2,74;
12.08.25 14:15:31;23,0;2,75;
12.08.25 14:15:32;23,0;2,75;
12.08.25 14:15:33;23,0;2,76;
12.08.25 14:15:34;23,0;2,75;
12.08.25 14:15:35;23,0;2,74;
12.08.25 14:15:36;23,0;2,74;
12.08.25 14:15:37;23,0;2,75;
12.08.25 14:15:38;23,0;2,75;
12.08.25 14:15:39;22,9;2,75;
12.08.25 14:15:40;22,9;2,76;
12.08.25 14:15:41;22,9;2,74;
12.08.25 14:15:42;22,9;2,72;
12.08.25 14:15:43;22,9;2,73;
12.08.25 14:15:44;22,9;2,73;
12.08.25 14:15:45;22,9;2,74;
12.08.25 14:15:46;22,9;2,74;
12.08.25 14:15:47;22,9;2,74;
12.08.25 14:15:48;22,9;2,73;
12.08.25 14:15:49;22,9;2,72;
12.08.25 14:15:50;22,9;2,74;
12.08.25 14:15:51;22,8;2,75;
12.08.25 14:15:52;22,8;2,75;
12.08.25 14:15:53;22,8;2,73;
12.08.25 14:15:54;22,8;2,72;
12.08.25 14:15:55;22,8;2,74;
12.08.25 14:15:56;22,8;2,75;
12.08.25 14:15:57;22,8;2,74;
12.08.25 14:15:58;22,8;2,74;
12.08.25 14:15:59;22,8;2,75;
12.08.25 14:16:00;22,8;2,72;
12.08.25 14:16:01;22,8;2,72;
12.08.25 14:16:02;22,8;2,72;
12.08.25 14:16:03;22,8;2,73;
12.08.25 14:16:04;22,8;2,72;
12.08.25 14:16:05;22,8;2,71;
12.08.25 14:16:06;22,8;2,75;
12.08.25 14:16:07;22,7;2,71;
12.08.25 14:16:08;22,7;2,72;
12.08.25 14:16:09;22,7;2,72;
12.08.25 14:16:10;22,7;2,72;
12.08.25 14:16:11;22,7;2,73;
12.08.25 14:16:12;22,7;2,74;
12.08.25 14:16:13;22,7;2,73;
12.08.25 14:16:14;22,7;2,73;
12.08.25 14:16:15;22,7;2,73;
12.08.25 14:16:16;22,7;2,73;
12.08.25 14:16:17;22,7;2,71;
12.08.25 14:16:18;22,7;2,73;
12.08.25 14:16:19;22,7;2,73;
12.08.25 14:16:20;22,7;2,73;
12.08.25 14:16:21;22,7;2,72;
12.08.25 14:16:22;22,7;2,72;
12.08.25 14:16:23;22,7;2,72;
12.08.25 14:16:24;22,7;2,72;
Durchschnitt gesamt;22,8;2,73;
Minimum gesamt;22,7;2,71;
Maximum gesamt;23,1;2,76;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;12.08.25 14:16:27;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;12.08.25 14:15:24;12.08.25 14:16:24;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

