Datum/Uhrzeit;774 [°C];774 [m/s];
18.07.25 13:32:01;22,6;7,22;
18.07.25 13:32:02;22,6;7,22;
18.07.25 13:32:03;22,6;7,22;
18.07.25 13:32:04;22,6;7,21;
18.07.25 13:32:05;22,6;7,22;
18.07.25 13:32:06;22,6;7,24;
18.07.25 13:32:07;22,6;7,22;
18.07.25 13:32:08;22,6;7,22;
18.07.25 13:32:09;22,6;7,23;
18.07.25 13:32:10;22,6;7,20;
18.07.25 13:32:11;22,6;7,22;
18.07.25 13:32:12;22,6;7,21;
18.07.25 13:32:13;22,6;7,21;
18.07.25 13:32:14;22,6;7,21;
18.07.25 13:32:15;22,6;7,21;
18.07.25 13:32:16;22,6;7,22;
18.07.25 13:32:17;22,6;7,21;
18.07.25 13:32:18;22,6;7,19;
18.07.25 13:32:19;22,6;7,20;
18.07.25 13:32:20;22,6;7,21;
18.07.25 13:32:21;22,6;7,22;
18.07.25 13:32:22;22,6;7,21;
18.07.25 13:32:23;22,6;7,20;
18.07.25 13:32:24;22,6;7,21;
18.07.25 13:32:25;22,6;7,19;
18.07.25 13:32:26;22,6;7,20;
18.07.25 13:32:27;22,6;7,21;
18.07.25 13:32:28;22,6;7,23;
18.07.25 13:32:29;22,6;7,19;
18.07.25 13:32:30;22,6;7,20;
18.07.25 13:32:31;22,6;7,22;
18.07.25 13:32:32;22,6;7,19;
18.07.25 13:32:33;22,6;7,19;
18.07.25 13:32:34;22,6;7,20;
18.07.25 13:32:35;22,6;7,21;
18.07.25 13:32:36;22,6;7,21;
18.07.25 13:32:37;22,6;7,23;
18.07.25 13:32:38;22,6;7,24;
18.07.25 13:32:39;22,6;7,22;
18.07.25 13:32:40;22,6;7,21;
18.07.25 13:32:41;22,6;7,21;
18.07.25 13:32:42;22,6;7,22;
18.07.25 13:32:43;22,6;7,23;
18.07.25 13:32:44;22,6;7,20;
18.07.25 13:32:45;22,6;7,21;
18.07.25 13:32:46;22,6;7,22;
18.07.25 13:32:47;22,6;7,21;
18.07.25 13:32:48;22,6;7,21;
18.07.25 13:32:49;22,6;7,22;
18.07.25 13:32:50;22,6;7,22;
18.07.25 13:32:51;22,6;7,22;
18.07.25 13:32:52;22,6;7,21;
18.07.25 13:32:53;22,6;7,20;
18.07.25 13:32:54;22,6;7,20;
18.07.25 13:32:55;22,6;7,20;
18.07.25 13:32:56;22,6;7,20;
18.07.25 13:32:57;22,6;7,21;
18.07.25 13:32:58;22,6;7,21;
18.07.25 13:32:59;22,6;7,21;
18.07.25 13:33:00;22,6;7,21;
18.07.25 13:33:01;22,6;7,20;
Durchschnitt gesamt;22,6;7,21;
Minimum gesamt;22,6;7,19;
Maximum gesamt;22,6;7,24;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;18.07.25 13:33:02;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;18.07.25 13:32:01;18.07.25 13:33:01;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

