Datum/Uhrzeit;774 [°C];774 [m/s];
04.06.25 15:22:21;21,6;13,12;
04.06.25 15:22:22;21,6;13,17;
04.06.25 15:22:23;21,6;13,24;
04.06.25 15:22:24;21,6;13,25;
04.06.25 15:22:25;21,6;13,19;
04.06.25 15:22:26;21,6;13,27;
04.06.25 15:22:27;21,6;13,26;
04.06.25 15:22:28;21,6;13,23;
04.06.25 15:22:29;21,6;13,15;
04.06.25 15:22:30;21,6;13,25;
04.06.25 15:22:31;21,6;13,29;
04.06.25 15:22:32;21,6;13,26;
04.06.25 15:22:33;21,6;13,26;
04.06.25 15:22:34;21,6;13,20;
04.06.25 15:22:35;21,6;13,23;
04.06.25 15:22:36;21,6;13,19;
04.06.25 15:22:37;21,6;13,27;
04.06.25 15:22:38;21,6;13,17;
04.06.25 15:22:39;21,6;13,22;
04.06.25 15:22:40;21,6;13,21;
04.06.25 15:22:41;21,6;13,16;
04.06.25 15:22:42;21,6;13,23;
04.06.25 15:22:43;21,6;13,19;
04.06.25 15:22:44;21,6;13,17;
04.06.25 15:22:45;21,6;13,20;
04.06.25 15:22:46;21,6;13,21;
04.06.25 15:22:47;21,6;13,23;
04.06.25 15:22:48;21,6;13,26;
04.06.25 15:22:49;21,6;13,14;
04.06.25 15:22:50;21,6;13,17;
04.06.25 15:22:51;21,6;13,19;
04.06.25 15:22:52;21,6;13,17;
04.06.25 15:22:53;21,6;13,18;
04.06.25 15:22:54;21,6;13,23;
04.06.25 15:22:55;21,6;13,14;
04.06.25 15:22:56;21,6;13,19;
04.06.25 15:22:57;21,6;13,19;
04.06.25 15:22:58;21,6;13,21;
04.06.25 15:22:59;21,6;13,23;
04.06.25 15:23:00;21,6;13,22;
04.06.25 15:23:01;21,6;13,24;
04.06.25 15:23:02;21,6;13,18;
04.06.25 15:23:03;21,6;13,18;
04.06.25 15:23:04;21,6;13,16;
04.06.25 15:23:05;21,6;13,23;
04.06.25 15:23:06;21,6;13,19;
04.06.25 15:23:07;21,6;13,21;
04.06.25 15:23:08;21,6;13,22;
04.06.25 15:23:09;21,6;13,24;
04.06.25 15:23:10;21,6;13,22;
04.06.25 15:23:11;21,6;13,31;
04.06.25 15:23:12;21,6;13,28;
04.06.25 15:23:13;21,6;13,20;
04.06.25 15:23:14;21,6;13,19;
04.06.25 15:23:15;21,6;13,23;
04.06.25 15:23:16;21,6;13,17;
04.06.25 15:23:17;21,6;13,23;
04.06.25 15:23:18;21,6;13,29;
04.06.25 15:23:19;21,6;13,23;
04.06.25 15:23:20;21,6;13,20;
04.06.25 15:23:21;21,6;13,22;
Durchschnitt gesamt;21,6;13,21;
Minimum gesamt;21,6;13,12;
Maximum gesamt;21,6;13,31;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;04.06.25 15:23:35;04.06 4;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;04.06.25 15:22:21;04.06.25 15:23:21;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

