Datum/Uhrzeit;774 [°C];774 [m/s];
14.08.25 14:06:22;23,4;10,76;
14.08.25 14:06:23;23,4;10,82;
14.08.25 14:06:24;23,4;10,71;
14.08.25 14:06:25;23,4;10,78;
14.08.25 14:06:26;23,4;10,73;
14.08.25 14:06:27;23,4;10,70;
14.08.25 14:06:28;23,4;10,73;
14.08.25 14:06:29;23,3;10,69;
14.08.25 14:06:30;23,3;10,77;
14.08.25 14:06:31;23,3;10,73;
14.08.25 14:06:32;23,3;10,76;
14.08.25 14:06:33;23,3;10,69;
14.08.25 14:06:34;23,3;10,62;
14.08.25 14:06:35;23,3;10,70;
14.08.25 14:06:36;23,3;10,75;
14.08.25 14:06:37;23,3;10,75;
14.08.25 14:06:38;23,3;10,64;
14.08.25 14:06:39;23,3;10,69;
14.08.25 14:06:40;23,3;10,66;
14.08.25 14:06:41;23,3;10,65;
14.08.25 14:06:42;23,3;10,76;
14.08.25 14:06:43;23,3;10,65;
14.08.25 14:06:44;23,3;10,61;
14.08.25 14:06:45;23,3;10,69;
14.08.25 14:06:46;23,3;10,58;
14.08.25 14:06:47;23,3;10,69;
14.08.25 14:06:48;23,3;10,75;
14.08.25 14:06:49;23,2;10,63;
14.08.25 14:06:50;23,2;10,65;
14.08.25 14:06:51;23,2;10,66;
14.08.25 14:06:52;23,2;10,74;
14.08.25 14:06:53;23,2;10,63;
14.08.25 14:06:54;23,2;10,73;
14.08.25 14:06:55;23,2;10,70;
14.08.25 14:06:56;23,2;10,73;
14.08.25 14:06:57;23,2;10,60;
14.08.25 14:06:58;23,2;10,65;
14.08.25 14:06:59;23,2;10,58;
14.08.25 14:07:00;23,2;10,62;
14.08.25 14:07:01;23,2;10,59;
14.08.25 14:07:02;23,2;10,59;
14.08.25 14:07:03;23,2;10,65;
14.08.25 14:07:04;23,2;10,68;
14.08.25 14:07:05;23,2;10,74;
14.08.25 14:07:06;23,2;10,64;
14.08.25 14:07:07;23,2;10,61;
14.08.25 14:07:08;23,2;10,63;
14.08.25 14:07:09;23,2;10,68;
14.08.25 14:07:10;23,2;10,74;
14.08.25 14:07:11;23,2;10,67;
14.08.25 14:07:12;23,2;10,73;
14.08.25 14:07:13;23,2;10,66;
14.08.25 14:07:14;23,2;10,68;
14.08.25 14:07:15;23,2;10,63;
14.08.25 14:07:16;23,2;10,64;
14.08.25 14:07:17;23,2;10,60;
14.08.25 14:07:18;23,2;10,61;
14.08.25 14:07:19;23,2;10,56;
14.08.25 14:07:20;23,2;10,67;
14.08.25 14:07:21;23,2;10,53;
14.08.25 14:07:22;23,2;10,57;
14.08.25 14:07:23;23,2;10,58;
14.08.25 14:07:24;23,2;10,66;
Durchschnitt gesamt;23,3;10,67;
Minimum gesamt;23,2;10,53;
Maximum gesamt;23,4;10,82;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;14.08.25 14:07:24;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;14.08.25 14:06:22;14.08.25 14:07:24;1 Min 2 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

