Datum/Uhrzeit;774 [°C];774 [m/s];
18.07.25 11:45:01;22,5;7,63;
18.07.25 11:45:02;22,5;7,61;
18.07.25 11:45:03;22,5;7,63;
18.07.25 11:45:04;22,5;7,63;
18.07.25 11:45:05;22,5;7,62;
18.07.25 11:45:06;22,5;7,62;
18.07.25 11:45:07;22,5;7,61;
18.07.25 11:45:08;22,5;7,62;
18.07.25 11:45:09;22,5;7,60;
18.07.25 11:45:10;22,5;7,63;
18.07.25 11:45:11;22,5;7,62;
18.07.25 11:45:12;22,5;7,61;
18.07.25 11:45:13;22,5;7,62;
18.07.25 11:45:14;22,5;7,62;
18.07.25 11:45:15;22,5;7,62;
18.07.25 11:45:16;22,5;7,62;
18.07.25 11:45:17;22,5;7,62;
18.07.25 11:45:18;22,5;7,61;
18.07.25 11:45:19;22,5;7,62;
18.07.25 11:45:20;22,5;7,62;
18.07.25 11:45:21;22,5;7,63;
18.07.25 11:45:22;22,5;7,62;
18.07.25 11:45:23;22,5;7,61;
18.07.25 11:45:24;22,5;7,63;
18.07.25 11:45:25;22,5;7,62;
18.07.25 11:45:26;22,5;7,61;
18.07.25 11:45:27;22,5;7,63;
18.07.25 11:45:28;22,5;7,62;
18.07.25 11:45:29;22,5;7,62;
18.07.25 11:45:30;22,5;7,63;
18.07.25 11:45:31;22,5;7,62;
18.07.25 11:45:32;22,5;7,62;
18.07.25 11:45:33;22,5;7,62;
18.07.25 11:45:34;22,5;7,62;
18.07.25 11:45:35;22,5;7,62;
18.07.25 11:45:36;22,5;7,61;
18.07.25 11:45:37;22,5;7,63;
18.07.25 11:45:38;22,5;7,62;
18.07.25 11:45:39;22,5;7,61;
18.07.25 11:45:40;22,5;7,61;
18.07.25 11:45:41;22,5;7,63;
18.07.25 11:45:42;22,5;7,63;
18.07.25 11:45:43;22,5;7,62;
18.07.25 11:45:44;22,5;7,61;
18.07.25 11:45:45;22,5;7,60;
18.07.25 11:45:46;22,5;7,62;
18.07.25 11:45:47;22,5;7,62;
18.07.25 11:45:48;22,5;7,62;
18.07.25 11:45:49;22,5;7,61;
18.07.25 11:45:50;22,5;7,61;
18.07.25 11:45:51;22,5;7,62;
18.07.25 11:45:52;22,5;7,61;
18.07.25 11:45:53;22,5;7,62;
18.07.25 11:45:54;22,5;7,62;
18.07.25 11:45:55;22,5;7,62;
18.07.25 11:45:56;22,5;7,62;
18.07.25 11:45:57;22,5;7,62;
18.07.25 11:45:58;22,5;7,62;
18.07.25 11:45:59;22,5;7,61;
18.07.25 11:46:00;22,5;7,60;
18.07.25 11:46:01;22,5;7,61;
Durchschnitt gesamt;22,5;7,62;
Minimum gesamt;22,5;7,60;
Maximum gesamt;22,5;7,63;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;18.07.25 11:46:04;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;18.07.25 11:45:01;18.07.25 11:46:01;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

