Datum/Uhrzeit;774 [°C];774 [m/s];
14.08.25 13:29:49;22,6;0,96;
14.08.25 13:29:50;22,6;0,96;
14.08.25 13:29:51;22,6;0,96;
14.08.25 13:29:52;22,6;0,96;
14.08.25 13:29:53;22,6;0,96;
14.08.25 13:29:54;22,6;0,95;
14.08.25 13:29:55;22,6;0,96;
14.08.25 13:29:56;22,6;0,96;
14.08.25 13:29:57;22,6;0,96;
14.08.25 13:29:58;22,6;0,96;
14.08.25 13:29:59;22,6;0,97;
14.08.25 13:30:00;22,6;0,96;
14.08.25 13:30:01;22,6;0,96;
14.08.25 13:30:02;22,6;0,96;
14.08.25 13:30:03;22,6;0,96;
14.08.25 13:30:04;22,6;0,95;
14.08.25 13:30:05;22,6;0,96;
14.08.25 13:30:06;22,6;0,96;
14.08.25 13:30:07;22,6;0,95;
14.08.25 13:30:08;22,6;0,95;
14.08.25 13:30:09;22,6;0,96;
14.08.25 13:30:10;22,6;0,96;
14.08.25 13:30:11;22,6;0,96;
14.08.25 13:30:12;22,6;0,96;
14.08.25 13:30:13;22,6;0,95;
14.08.25 13:30:14;22,6;0,94;
14.08.25 13:30:15;22,6;0,95;
14.08.25 13:30:16;22,6;0,94;
14.08.25 13:30:17;22,6;0,94;
14.08.25 13:30:18;22,6;0,95;
14.08.25 13:30:19;22,6;0,94;
14.08.25 13:30:20;22,6;0,95;
14.08.25 13:30:21;22,6;0,94;
14.08.25 13:30:22;22,6;0,95;
14.08.25 13:30:23;22,6;0,96;
14.08.25 13:30:24;22,6;0,95;
14.08.25 13:30:25;22,6;0,95;
14.08.25 13:30:26;22,6;0,95;
14.08.25 13:30:27;22,6;0,95;
14.08.25 13:30:28;22,6;0,95;
14.08.25 13:30:29;22,6;0,95;
14.08.25 13:30:30;22,6;0,95;
14.08.25 13:30:31;22,6;0,94;
14.08.25 13:30:32;22,6;0,93;
14.08.25 13:30:33;22,6;0,93;
14.08.25 13:30:34;22,6;0,94;
14.08.25 13:30:35;22,6;0,95;
14.08.25 13:30:36;22,5;0,95;
14.08.25 13:30:37;22,5;0,95;
14.08.25 13:30:38;22,5;0,94;
14.08.25 13:30:39;22,5;0,94;
14.08.25 13:30:40;22,5;0,95;
14.08.25 13:30:41;22,5;0,95;
14.08.25 13:30:42;22,5;0,96;
14.08.25 13:30:43;22,5;0,94;
14.08.25 13:30:44;22,5;0,95;
14.08.25 13:30:45;22,5;0,95;
14.08.25 13:30:46;22,5;0,95;
14.08.25 13:30:47;22,5;0,95;
14.08.25 13:30:48;22,5;0,95;
14.08.25 13:30:49;22,5;0,94;
Durchschnitt gesamt;22,6;0,95;
Minimum gesamt;22,5;0,93;
Maximum gesamt;22,6;0,97;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;14.08.25 13:30:51;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;14.08.25 13:29:49;14.08.25 13:30:49;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

