Datum/Uhrzeit;774 [°C];774 [m/s];
10.08.25 18:46:13;22,1;3,09;
10.08.25 18:46:14;22,0;3,10;
10.08.25 18:46:15;22,0;3,11;
10.08.25 18:46:16;22,0;3,09;
10.08.25 18:46:17;22,0;3,11;
10.08.25 18:46:18;22,0;3,09;
10.08.25 18:46:19;22,0;3,09;
10.08.25 18:46:20;22,0;3,07;
10.08.25 18:46:21;22,0;3,07;
10.08.25 18:46:22;22,0;3,08;
10.08.25 18:46:23;22,0;3,09;
10.08.25 18:46:24;22,0;3,08;
10.08.25 18:46:25;22,0;3,08;
10.08.25 18:46:26;22,0;3,09;
10.08.25 18:46:27;22,0;3,09;
10.08.25 18:46:28;22,0;3,10;
10.08.25 18:46:29;22,0;3,08;
10.08.25 18:46:30;22,0;3,08;
10.08.25 18:46:31;22,0;3,10;
10.08.25 18:46:32;22,0;3,10;
10.08.25 18:46:33;22,0;3,08;
10.08.25 18:46:34;22,0;3,08;
10.08.25 18:46:35;22,0;3,09;
10.08.25 18:46:36;22,0;3,08;
10.08.25 18:46:37;22,0;3,08;
10.08.25 18:46:38;21,9;3,08;
10.08.25 18:46:39;21,9;3,08;
10.08.25 18:46:40;21,9;3,08;
10.08.25 18:46:41;21,9;3,09;
10.08.25 18:46:42;21,9;3,07;
10.08.25 18:46:43;21,9;3,07;
10.08.25 18:46:44;21,9;3,07;
10.08.25 18:46:45;21,9;3,07;
10.08.25 18:46:46;21,9;3,07;
10.08.25 18:46:47;21,9;3,07;
10.08.25 18:46:48;21,9;3,08;
10.08.25 18:46:49;21,9;3,09;
10.08.25 18:46:50;21,9;3,07;
10.08.25 18:46:51;21,9;3,06;
10.08.25 18:46:52;21,9;3,07;
10.08.25 18:46:53;21,9;3,07;
10.08.25 18:46:54;21,9;3,07;
10.08.25 18:46:55;21,9;3,07;
10.08.25 18:46:56;21,9;3,05;
10.08.25 18:46:57;21,9;3,06;
10.08.25 18:46:58;21,9;3,07;
10.08.25 18:46:59;21,9;3,08;
10.08.25 18:47:00;21,9;3,06;
10.08.25 18:47:01;21,9;3,07;
10.08.25 18:47:02;21,9;3,07;
10.08.25 18:47:03;21,9;3,07;
10.08.25 18:47:04;21,9;3,07;
10.08.25 18:47:05;21,9;3,08;
10.08.25 18:47:06;21,9;3,08;
10.08.25 18:47:07;21,9;3,07;
10.08.25 18:47:08;21,9;3,06;
10.08.25 18:47:09;21,9;3,08;
10.08.25 18:47:10;21,9;3,07;
10.08.25 18:47:11;21,9;3,07;
10.08.25 18:47:12;21,9;3,08;
10.08.25 18:47:13;21,9;3,06;
Durchschnitt gesamt;21,9;3,08;
Minimum gesamt;21,9;3,05;
Maximum gesamt;22,1;3,11;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;10.08.25 18:47:15;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;10.08.25 18:46:13;10.08.25 18:47:13;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

