Datum/Uhrzeit;774 [°C];774 [m/s];
17.07.25 15:13:06;22,5;7,38;
17.07.25 15:13:07;22,5;7,39;
17.07.25 15:13:08;22,5;7,42;
17.07.25 15:13:09;22,5;7,39;
17.07.25 15:13:10;22,5;7,38;
17.07.25 15:13:11;22,5;7,39;
17.07.25 15:13:12;22,5;7,37;
17.07.25 15:13:13;22,5;7,39;
17.07.25 15:13:14;22,5;7,39;
17.07.25 15:13:15;22,5;7,38;
17.07.25 15:13:16;22,5;7,37;
17.07.25 15:13:17;22,5;7,37;
17.07.25 15:13:18;22,5;7,35;
17.07.25 15:13:19;22,5;7,39;
17.07.25 15:13:20;22,5;7,36;
17.07.25 15:13:21;22,5;7,39;
17.07.25 15:13:22;22,5;7,39;
17.07.25 15:13:23;22,5;7,39;
17.07.25 15:13:24;22,5;7,39;
17.07.25 15:13:25;22,5;7,40;
17.07.25 15:13:26;22,5;7,37;
17.07.25 15:13:27;22,5;7,37;
17.07.25 15:13:28;22,5;7,38;
17.07.25 15:13:29;22,5;7,39;
17.07.25 15:13:30;22,5;7,40;
17.07.25 15:13:31;22,5;7,40;
17.07.25 15:13:32;22,5;7,38;
17.07.25 15:13:33;22,5;7,38;
17.07.25 15:13:34;22,5;7,36;
17.07.25 15:13:35;22,5;7,35;
17.07.25 15:13:36;22,5;7,36;
17.07.25 15:13:37;22,5;7,36;
17.07.25 15:13:38;22,5;7,37;
17.07.25 15:13:39;22,5;7,37;
17.07.25 15:13:40;22,5;7,38;
17.07.25 15:13:41;22,5;7,37;
17.07.25 15:13:42;22,5;7,37;
17.07.25 15:13:43;22,5;7,38;
17.07.25 15:13:44;22,5;7,38;
17.07.25 15:13:45;22,5;7,37;
17.07.25 15:13:46;22,5;7,39;
17.07.25 15:13:47;22,5;7,37;
17.07.25 15:13:48;22,5;7,38;
17.07.25 15:13:49;22,5;7,39;
17.07.25 15:13:50;22,5;7,39;
17.07.25 15:13:51;22,5;7,37;
17.07.25 15:13:52;22,5;7,38;
17.07.25 15:13:53;22,4;7,35;
17.07.25 15:13:54;22,4;7,37;
17.07.25 15:13:55;22,4;7,37;
17.07.25 15:13:56;22,4;7,36;
17.07.25 15:13:57;22,4;7,37;
17.07.25 15:13:58;22,4;7,38;
17.07.25 15:13:59;22,4;7,35;
17.07.25 15:14:00;22,4;7,37;
17.07.25 15:14:01;22,4;7,37;
17.07.25 15:14:02;22,4;7,34;
17.07.25 15:14:03;22,4;7,36;
17.07.25 15:14:04;22,4;7,36;
17.07.25 15:14:05;22,4;7,38;
17.07.25 15:14:06;22,4;7,35;
Durchschnitt gesamt;22,5;7,38;
Minimum gesamt;22,4;7,34;
Maximum gesamt;22,5;7,42;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;17.07.25 15:14:09;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;17.07.25 15:13:06;17.07.25 15:14:06;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

