Datum/Uhrzeit;774 [°C];774 [m/s];
01.07.25 14:30:23;22,8;7,62;
01.07.25 14:30:24;22,8;7,61;
01.07.25 14:30:25;22,8;7,61;
01.07.25 14:30:26;22,8;7,63;
01.07.25 14:30:27;22,8;7,63;
01.07.25 14:30:28;22,8;7,62;
01.07.25 14:30:29;22,8;7,62;
01.07.25 14:30:30;22,8;7,63;
01.07.25 14:30:31;22,8;7,65;
01.07.25 14:30:32;22,8;7,61;
01.07.25 14:30:33;22,8;7,62;
01.07.25 14:30:34;22,8;7,61;
01.07.25 14:30:35;22,8;7,56;
01.07.25 14:30:36;22,8;7,63;
01.07.25 14:30:37;22,8;7,59;
01.07.25 14:30:38;22,8;7,61;
01.07.25 14:30:39;22,8;7,58;
01.07.25 14:30:40;22,8;7,62;
01.07.25 14:30:41;22,8;7,62;
01.07.25 14:30:42;22,8;7,60;
01.07.25 14:30:43;22,8;7,59;
01.07.25 14:30:44;22,8;7,62;
01.07.25 14:30:45;22,8;7,61;
01.07.25 14:30:46;22,8;7,61;
01.07.25 14:30:47;22,8;7,61;
01.07.25 14:30:48;22,8;7,63;
01.07.25 14:30:49;22,8;7,64;
01.07.25 14:30:50;22,8;7,62;
01.07.25 14:30:51;22,8;7,61;
01.07.25 14:30:52;22,8;7,59;
01.07.25 14:30:53;22,8;7,60;
01.07.25 14:30:54;22,8;7,62;
01.07.25 14:30:55;22,8;7,62;
01.07.25 14:30:56;22,8;7,63;
01.07.25 14:30:57;22,8;7,61;
01.07.25 14:30:58;22,8;7,61;
01.07.25 14:30:59;22,8;7,62;
01.07.25 14:31:00;22,7;7,62;
01.07.25 14:31:01;22,7;7,60;
01.07.25 14:31:02;22,7;7,61;
01.07.25 14:31:03;22,7;7,60;
01.07.25 14:31:04;22,7;7,62;
01.07.25 14:31:05;22,7;7,61;
01.07.25 14:31:06;22,7;7,63;
01.07.25 14:31:07;22,7;7,61;
01.07.25 14:31:08;22,7;7,62;
01.07.25 14:31:09;22,7;7,61;
01.07.25 14:31:10;22,7;7,60;
01.07.25 14:31:11;22,7;7,61;
01.07.25 14:31:12;22,7;7,61;
01.07.25 14:31:13;22,7;7,62;
01.07.25 14:31:14;22,7;7,61;
01.07.25 14:31:15;22,7;7,59;
01.07.25 14:31:16;22,7;7,59;
01.07.25 14:31:17;22,7;7,58;
01.07.25 14:31:18;22,7;7,62;
01.07.25 14:31:19;22,7;7,61;
01.07.25 14:31:20;22,7;7,63;
01.07.25 14:31:21;22,7;7,61;
01.07.25 14:31:22;22,7;7,60;
01.07.25 14:31:23;22,7;7,60;
Durchschnitt gesamt;22,8;7,61;
Minimum gesamt;22,7;7,56;
Maximum gesamt;22,8;7,65;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;01.07.25 14:31:25;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;01.07.25 14:30:23;01.07.25 14:31:23;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

