Datum/Uhrzeit;774 [°C];774 [m/s];
14.08.25 13:57:49;23,4;6,29;
14.08.25 13:57:50;23,4;6,35;
14.08.25 13:57:51;23,4;6,35;
14.08.25 13:57:52;23,4;6,37;
14.08.25 13:57:53;23,4;6,37;
14.08.25 13:57:54;23,4;6,41;
14.08.25 13:57:55;23,4;6,41;
14.08.25 13:57:56;23,4;6,40;
14.08.25 13:57:57;23,4;6,36;
14.08.25 13:57:58;23,4;6,36;
14.08.25 13:57:59;23,4;6,38;
14.08.25 13:58:00;23,3;6,39;
14.08.25 13:58:01;23,3;6,39;
14.08.25 13:58:02;23,3;6,36;
14.08.25 13:58:03;23,3;6,35;
14.08.25 13:58:04;23,3;6,33;
14.08.25 13:58:05;23,3;6,33;
14.08.25 13:58:06;23,3;6,32;
14.08.25 13:58:07;23,3;6,29;
14.08.25 13:58:08;23,3;6,33;
14.08.25 13:58:09;23,3;6,36;
14.08.25 13:58:10;23,3;6,33;
14.08.25 13:58:11;23,3;6,25;
14.08.25 13:58:12;23,3;6,33;
14.08.25 13:58:13;23,3;6,34;
14.08.25 13:58:14;23,2;6,33;
14.08.25 13:58:15;23,2;6,34;
14.08.25 13:58:16;23,2;6,24;
14.08.25 13:58:17;23,2;6,35;
14.08.25 13:58:18;23,2;6,37;
14.08.25 13:58:19;23,2;6,32;
14.08.25 13:58:20;23,2;6,31;
14.08.25 13:58:21;23,2;6,27;
14.08.25 13:58:22;23,2;6,32;
14.08.25 13:58:23;23,2;6,39;
14.08.25 13:58:24;23,2;6,33;
14.08.25 13:58:25;23,2;6,41;
14.08.25 13:58:26;23,2;6,33;
14.08.25 13:58:27;23,2;6,30;
14.08.25 13:58:28;23,2;6,30;
14.08.25 13:58:29;23,2;6,30;
14.08.25 13:58:30;23,2;6,24;
14.08.25 13:58:31;23,2;6,26;
14.08.25 13:58:32;23,2;6,24;
14.08.25 13:58:33;23,1;6,30;
14.08.25 13:58:34;23,1;6,26;
14.08.25 13:58:35;23,1;6,26;
14.08.25 13:58:36;23,1;6,25;
14.08.25 13:58:37;23,1;6,28;
14.08.25 13:58:38;23,1;6,29;
14.08.25 13:58:39;23,1;6,27;
14.08.25 13:58:40;23,1;6,26;
14.08.25 13:58:41;23,1;6,28;
14.08.25 13:58:42;23,1;6,30;
14.08.25 13:58:43;23,1;6,33;
14.08.25 13:58:44;23,1;6,31;
14.08.25 13:58:45;23,1;6,31;
14.08.25 13:58:46;23,1;6,33;
14.08.25 13:58:47;23,1;6,30;
14.08.25 13:58:48;23,1;6,35;
14.08.25 13:58:49;23,1;6,25;
Durchschnitt gesamt;23,2;6,32;
Minimum gesamt;23,1;6,24;
Maximum gesamt;23,4;6,41;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;14.08.25 13:58:50;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;14.08.25 13:57:49;14.08.25 13:58:49;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

