Datum/Uhrzeit;774 [°C];774 [m/s];
18.07.25 13:25:08;22,6;6,71;
18.07.25 13:25:09;22,6;6,69;
18.07.25 13:25:10;22,6;6,69;
18.07.25 13:25:11;22,6;6,73;
18.07.25 13:25:12;22,6;6,73;
18.07.25 13:25:13;22,6;6,73;
18.07.25 13:25:14;22,6;6,73;
18.07.25 13:25:15;22,6;6,73;
18.07.25 13:25:16;22,6;6,73;
18.07.25 13:25:17;22,6;6,72;
18.07.25 13:25:18;22,6;6,71;
18.07.25 13:25:19;22,6;6,70;
18.07.25 13:25:20;22,6;6,70;
18.07.25 13:25:21;22,6;6,70;
18.07.25 13:25:22;22,6;6,70;
18.07.25 13:25:23;22,6;6,71;
18.07.25 13:25:24;22,6;6,70;
18.07.25 13:25:25;22,6;6,70;
18.07.25 13:25:26;22,6;6,70;
18.07.25 13:25:27;22,6;6,69;
18.07.25 13:25:28;22,6;6,69;
18.07.25 13:25:29;22,6;6,69;
18.07.25 13:25:30;22,6;6,69;
18.07.25 13:25:31;22,6;6,69;
18.07.25 13:25:32;22,6;6,71;
18.07.25 13:25:33;22,6;6,72;
18.07.25 13:25:34;22,6;6,70;
18.07.25 13:25:35;22,6;6,71;
18.07.25 13:25:36;22,6;6,70;
18.07.25 13:25:37;22,6;6,70;
18.07.25 13:25:38;22,6;6,70;
18.07.25 13:25:39;22,6;6,69;
18.07.25 13:25:40;22,6;6,70;
18.07.25 13:25:41;22,6;6,70;
18.07.25 13:25:42;22,6;6,70;
18.07.25 13:25:43;22,6;6,71;
18.07.25 13:25:44;22,6;6,70;
18.07.25 13:25:45;22,6;6,70;
18.07.25 13:25:46;22,6;6,72;
18.07.25 13:25:47;22,6;6,71;
18.07.25 13:25:48;22,6;6,72;
18.07.25 13:25:49;22,6;6,71;
18.07.25 13:25:50;22,6;6,72;
18.07.25 13:25:51;22,6;6,69;
18.07.25 13:25:52;22,6;6,72;
18.07.25 13:25:53;22,6;6,70;
18.07.25 13:25:54;22,6;6,69;
18.07.25 13:25:55;22,6;6,70;
18.07.25 13:25:56;22,6;6,71;
18.07.25 13:25:57;22,6;6,69;
18.07.25 13:25:58;22,6;6,71;
18.07.25 13:25:59;22,6;6,70;
18.07.25 13:26:00;22,6;6,71;
18.07.25 13:26:01;22,6;6,69;
18.07.25 13:26:02;22,6;6,71;
18.07.25 13:26:03;22,6;6,71;
18.07.25 13:26:04;22,6;6,71;
18.07.25 13:26:05;22,6;6,69;
18.07.25 13:26:06;22,6;6,70;
18.07.25 13:26:07;22,6;6,71;
18.07.25 13:26:08;22,6;6,70;
Durchschnitt gesamt;22,6;6,71;
Minimum gesamt;22,6;6,69;
Maximum gesamt;22,6;6,73;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;18.07.25 13:26:10;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;18.07.25 13:25:08;18.07.25 13:26:08;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

