Datum/Uhrzeit;774 [°C];774 [m/s];
12.08.25 14:08:59;22,6;1,68;
12.08.25 14:09:00;22,6;1,69;
12.08.25 14:09:01;22,6;1,69;
12.08.25 14:09:02;22,6;1,67;
12.08.25 14:09:03;22,6;1,68;
12.08.25 14:09:04;22,6;1,69;
12.08.25 14:09:05;22,6;1,70;
12.08.25 14:09:06;22,6;1,70;
12.08.25 14:09:07;22,6;1,68;
12.08.25 14:09:08;22,6;1,68;
12.08.25 14:09:09;22,6;1,70;
12.08.25 14:09:10;22,6;1,70;
12.08.25 14:09:11;22,6;1,70;
12.08.25 14:09:12;22,6;1,69;
12.08.25 14:09:13;22,6;1,67;
12.08.25 14:09:14;22,6;1,67;
12.08.25 14:09:15;22,6;1,67;
12.08.25 14:09:16;22,6;1,68;
12.08.25 14:09:17;22,6;1,69;
12.08.25 14:09:18;22,6;1,69;
12.08.25 14:09:19;22,6;1,69;
12.08.25 14:09:20;22,6;1,67;
12.08.25 14:09:21;22,6;1,65;
12.08.25 14:09:22;22,6;1,65;
12.08.25 14:09:23;22,6;1,65;
12.08.25 14:09:24;22,6;1,64;
12.08.25 14:09:25;22,6;1,66;
12.08.25 14:09:26;22,6;1,66;
12.08.25 14:09:27;22,6;1,66;
12.08.25 14:09:28;22,5;1,67;
12.08.25 14:09:29;22,5;1,66;
12.08.25 14:09:30;22,5;1,66;
12.08.25 14:09:31;22,5;1,65;
12.08.25 14:09:32;22,5;1,66;
12.08.25 14:09:33;22,5;1,67;
12.08.25 14:09:34;22,5;1,67;
12.08.25 14:09:35;22,5;1,65;
12.08.25 14:09:36;22,5;1,66;
12.08.25 14:09:37;22,5;1,66;
12.08.25 14:09:38;22,5;1,65;
12.08.25 14:09:39;22,5;1,65;
12.08.25 14:09:40;22,5;1,64;
12.08.25 14:09:41;22,5;1,64;
12.08.25 14:09:42;22,5;1,65;
12.08.25 14:09:43;22,5;1,65;
12.08.25 14:09:44;22,5;1,68;
12.08.25 14:09:45;22,5;1,69;
12.08.25 14:09:46;22,5;1,68;
12.08.25 14:09:47;22,5;1,68;
12.08.25 14:09:48;22,5;1,66;
12.08.25 14:09:49;22,5;1,66;
12.08.25 14:09:50;22,5;1,66;
12.08.25 14:09:51;22,5;1,67;
12.08.25 14:09:52;22,5;1,68;
12.08.25 14:09:53;22,5;1,67;
12.08.25 14:09:54;22,5;1,67;
12.08.25 14:09:55;22,5;1,67;
12.08.25 14:09:56;22,5;1,67;
12.08.25 14:09:57;22,5;1,66;
12.08.25 14:09:58;22,5;1,66;
12.08.25 14:09:59;22,5;1,65;
Durchschnitt gesamt;22,5;1,67;
Minimum gesamt;22,5;1,64;
Maximum gesamt;22,6;1,70;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;12.08.25 14:10:00;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;12.08.25 14:08:59;12.08.25 14:09:59;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

