Datum/Uhrzeit;774 [°C];774 [m/s];
14.08.25 13:37:42;22,9;2,73;
14.08.25 13:37:43;22,9;2,73;
14.08.25 13:37:44;22,9;2,72;
14.08.25 13:37:45;22,9;2,70;
14.08.25 13:37:46;22,9;2,70;
14.08.25 13:37:47;22,9;2,71;
14.08.25 13:37:48;22,8;2,72;
14.08.25 13:37:49;22,8;2,72;
14.08.25 13:37:50;22,8;2,73;
14.08.25 13:37:51;22,8;2,73;
14.08.25 13:37:52;22,8;2,73;
14.08.25 13:37:53;22,8;2,72;
14.08.25 13:37:54;22,8;2,72;
14.08.25 13:37:55;22,8;2,71;
14.08.25 13:37:56;22,8;2,71;
14.08.25 13:37:57;22,8;2,71;
14.08.25 13:37:58;22,8;2,70;
14.08.25 13:37:59;22,8;2,70;
14.08.25 13:38:00;22,8;2,70;
14.08.25 13:38:01;22,8;2,71;
14.08.25 13:38:02;22,8;2,71;
14.08.25 13:38:03;22,8;2,70;
14.08.25 13:38:04;22,8;2,71;
14.08.25 13:38:05;22,8;2,70;
14.08.25 13:38:06;22,8;2,71;
14.08.25 13:38:07;22,8;2,72;
14.08.25 13:38:08;22,8;2,73;
14.08.25 13:38:09;22,7;2,71;
14.08.25 13:38:10;22,7;2,72;
14.08.25 13:38:11;22,7;2,72;
14.08.25 13:38:12;22,7;2,71;
14.08.25 13:38:13;22,7;2,71;
14.08.25 13:38:14;22,7;2,72;
14.08.25 13:38:15;22,7;2,70;
14.08.25 13:38:16;22,7;2,70;
14.08.25 13:38:17;22,7;2,71;
14.08.25 13:38:18;22,7;2,70;
14.08.25 13:38:19;22,7;2,72;
14.08.25 13:38:20;22,7;2,71;
14.08.25 13:38:21;22,7;2,72;
14.08.25 13:38:22;22,7;2,72;
14.08.25 13:38:23;22,7;2,73;
14.08.25 13:38:24;22,7;2,72;
14.08.25 13:38:25;22,7;2,70;
14.08.25 13:38:26;22,7;2,70;
14.08.25 13:38:27;22,7;2,71;
14.08.25 13:38:28;22,7;2,71;
14.08.25 13:38:29;22,7;2,70;
14.08.25 13:38:30;22,7;2,70;
14.08.25 13:38:31;22,7;2,70;
14.08.25 13:38:32;22,7;2,71;
14.08.25 13:38:33;22,7;2,71;
14.08.25 13:38:34;22,7;2,71;
14.08.25 13:38:35;22,7;2,72;
14.08.25 13:38:36;22,7;2,73;
14.08.25 13:38:37;22,7;2,74;
14.08.25 13:38:38;22,7;2,72;
14.08.25 13:38:39;22,7;2,71;
14.08.25 13:38:40;22,7;2,72;
14.08.25 13:38:41;22,7;2,71;
14.08.25 13:38:42;22,7;2,73;
Durchschnitt gesamt;22,8;2,71;
Minimum gesamt;22,7;2,70;
Maximum gesamt;22,9;2,74;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;14.08.25 13:38:43;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;14.08.25 13:37:42;14.08.25 13:38:42;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

