Datum/Uhrzeit;774 [°C];774 [m/s];
17.07.25 16:03:35;23,0;2,72;
17.07.25 16:03:36;23,0;2,72;
17.07.25 16:03:37;23,0;2,72;
17.07.25 16:03:38;23,0;2,72;
17.07.25 16:03:39;22,9;2,72;
17.07.25 16:03:40;22,9;2,72;
17.07.25 16:03:41;22,9;2,72;
17.07.25 16:03:42;22,9;2,70;
17.07.25 16:03:43;22,9;2,70;
17.07.25 16:03:44;22,9;2,71;
17.07.25 16:03:45;22,9;2,70;
17.07.25 16:03:46;22,9;2,68;
17.07.25 16:03:47;22,9;2,69;
17.07.25 16:03:48;22,9;2,69;
17.07.25 16:03:49;22,9;2,68;
17.07.25 16:03:50;22,9;2,69;
17.07.25 16:03:51;22,9;2,67;
17.07.25 16:03:52;22,9;2,70;
17.07.25 16:03:53;22,9;2,70;
17.07.25 16:03:54;22,9;2,69;
17.07.25 16:03:55;22,9;2,68;
17.07.25 16:03:56;22,9;2,70;
17.07.25 16:03:57;22,8;2,70;
17.07.25 16:03:58;22,8;2,68;
17.07.25 16:03:59;22,8;2,68;
17.07.25 16:04:00;22,8;2,69;
17.07.25 16:04:01;22,8;2,69;
17.07.25 16:04:02;22,8;2,70;
17.07.25 16:04:03;22,8;2,70;
17.07.25 16:04:04;22,8;2,69;
17.07.25 16:04:05;22,8;2,70;
17.07.25 16:04:06;22,8;2,70;
17.07.25 16:04:07;22,8;2,70;
17.07.25 16:04:08;22,8;2,69;
17.07.25 16:04:09;22,8;2,70;
17.07.25 16:04:10;22,8;2,70;
17.07.25 16:04:11;22,8;2,69;
17.07.25 16:04:12;22,8;2,69;
17.07.25 16:04:13;22,8;2,70;
17.07.25 16:04:14;22,8;2,68;
17.07.25 16:04:15;22,8;2,68;
17.07.25 16:04:16;22,8;2,67;
17.07.25 16:04:17;22,8;2,67;
17.07.25 16:04:18;22,8;2,68;
17.07.25 16:04:19;22,8;2,69;
17.07.25 16:04:20;22,8;2,70;
17.07.25 16:04:21;22,8;2,70;
17.07.25 16:04:22;22,8;2,70;
17.07.25 16:04:23;22,8;2,69;
17.07.25 16:04:24;22,8;2,70;
17.07.25 16:04:25;22,8;2,69;
17.07.25 16:04:26;22,8;2,69;
17.07.25 16:04:27;22,8;2,68;
17.07.25 16:04:28;22,8;2,68;
17.07.25 16:04:29;22,7;2,69;
17.07.25 16:04:30;22,7;2,69;
17.07.25 16:04:31;22,7;2,69;
17.07.25 16:04:32;22,7;2,69;
17.07.25 16:04:33;22,7;2,70;
17.07.25 16:04:34;22,7;2,70;
17.07.25 16:04:35;22,7;2,70;
Durchschnitt gesamt;22,8;2,69;
Minimum gesamt;22,7;2,67;
Maximum gesamt;23,0;2,72;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;17.07.25 16:04:36;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;17.07.25 16:03:35;17.07.25 16:04:35;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

