Datum/Uhrzeit;774 [°C];774 [m/s];
12.08.25 14:59:01;22,8;7,53;
12.08.25 14:59:02;22,8;7,54;
12.08.25 14:59:03;22,8;7,54;
12.08.25 14:59:04;22,8;7,54;
12.08.25 14:59:05;22,8;7,54;
12.08.25 14:59:06;22,8;7,54;
12.08.25 14:59:07;22,8;7,56;
12.08.25 14:59:08;22,8;7,56;
12.08.25 14:59:09;22,8;7,56;
12.08.25 14:59:10;22,8;7,53;
12.08.25 14:59:11;22,8;7,55;
12.08.25 14:59:12;22,8;7,56;
12.08.25 14:59:13;22,8;7,56;
12.08.25 14:59:14;22,8;7,55;
12.08.25 14:59:15;22,8;7,55;
12.08.25 14:59:16;22,8;7,55;
12.08.25 14:59:17;22,8;7,56;
12.08.25 14:59:18;22,8;7,54;
12.08.25 14:59:19;22,8;7,55;
12.08.25 14:59:20;22,8;7,54;
12.08.25 14:59:21;22,8;7,54;
12.08.25 14:59:22;22,8;7,55;
12.08.25 14:59:23;22,8;7,51;
12.08.25 14:59:24;22,8;7,53;
12.08.25 14:59:25;22,8;7,54;
12.08.25 14:59:26;22,8;7,53;
12.08.25 14:59:27;22,8;7,53;
12.08.25 14:59:28;22,8;7,53;
12.08.25 14:59:29;22,8;7,55;
12.08.25 14:59:30;22,8;7,56;
12.08.25 14:59:31;22,8;7,56;
12.08.25 14:59:32;22,8;7,57;
12.08.25 14:59:33;22,8;7,55;
12.08.25 14:59:34;22,8;7,55;
12.08.25 14:59:35;22,8;7,55;
12.08.25 14:59:36;22,8;7,53;
12.08.25 14:59:37;22,7;7,53;
12.08.25 14:59:38;22,7;7,53;
12.08.25 14:59:39;22,7;7,53;
12.08.25 14:59:40;22,7;7,55;
12.08.25 14:59:41;22,7;7,55;
12.08.25 14:59:42;22,7;7,56;
12.08.25 14:59:43;22,7;7,52;
12.08.25 14:59:44;22,7;7,53;
12.08.25 14:59:45;22,7;7,55;
12.08.25 14:59:46;22,7;7,52;
12.08.25 14:59:47;22,7;7,54;
12.08.25 14:59:48;22,7;7,54;
12.08.25 14:59:49;22,7;7,54;
12.08.25 14:59:50;22,7;7,53;
12.08.25 14:59:51;22,7;7,53;
12.08.25 14:59:52;22,7;7,53;
12.08.25 14:59:53;22,7;7,51;
12.08.25 14:59:54;22,7;7,53;
12.08.25 14:59:55;22,7;7,55;
12.08.25 14:59:56;22,7;7,54;
12.08.25 14:59:57;22,7;7,53;
12.08.25 14:59:58;22,7;7,52;
12.08.25 14:59:59;22,7;7,52;
12.08.25 15:00:00;22,7;7,53;
12.08.25 15:00:01;22,7;7,52;
Durchschnitt gesamt;22,8;7,54;
Minimum gesamt;22,7;7,51;
Maximum gesamt;22,8;7,57;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;12.08.25 15:00:03;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;12.08.25 14:59:01;12.08.25 15:00:01;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

