Datum/Uhrzeit;774 [°C];774 [m/s];
14.08.25 14:04:54;23,1;7,07;
14.08.25 14:04:55;23,1;7,08;
14.08.25 14:04:56;23,1;7,07;
14.08.25 14:04:57;23,0;7,06;
14.08.25 14:04:58;23,0;7,08;
14.08.25 14:04:59;23,0;7,09;
14.08.25 14:05:00;23,0;7,08;
14.08.25 14:05:01;23,0;7,08;
14.08.25 14:05:02;23,0;7,07;
14.08.25 14:05:03;23,0;7,07;
14.08.25 14:05:04;23,0;7,07;
14.08.25 14:05:05;23,0;7,05;
14.08.25 14:05:06;23,0;7,08;
14.08.25 14:05:07;23,0;7,06;
14.08.25 14:05:08;23,0;7,06;
14.08.25 14:05:09;23,0;7,04;
14.08.25 14:05:10;23,0;7,05;
14.08.25 14:05:11;23,0;7,06;
14.08.25 14:05:12;23,0;7,06;
14.08.25 14:05:13;23,0;7,05;
14.08.25 14:05:14;23,0;7,06;
14.08.25 14:05:15;23,0;7,05;
14.08.25 14:05:16;23,0;7,04;
14.08.25 14:05:17;23,0;7,05;
14.08.25 14:05:18;23,0;7,05;
14.08.25 14:05:19;23,0;7,03;
14.08.25 14:05:20;22,9;7,03;
14.08.25 14:05:21;22,9;7,04;
14.08.25 14:05:22;22,9;7,02;
14.08.25 14:05:23;22,9;7,01;
14.08.25 14:05:24;22,9;7,02;
14.08.25 14:05:25;22,9;7,01;
14.08.25 14:05:26;22,9;7,01;
14.08.25 14:05:27;22,9;7,03;
14.08.25 14:05:28;22,9;7,03;
14.08.25 14:05:29;22,9;7,02;
14.08.25 14:05:30;22,9;7,00;
14.08.25 14:05:31;22,9;7,01;
14.08.25 14:05:32;22,9;6,99;
14.08.25 14:05:33;22,9;7,00;
14.08.25 14:05:34;22,9;7,01;
14.08.25 14:05:35;22,9;7,00;
14.08.25 14:05:36;22,9;7,02;
14.08.25 14:05:37;22,9;6,99;
14.08.25 14:05:38;22,9;7,00;
14.08.25 14:05:39;22,9;6,99;
14.08.25 14:05:40;22,9;7,00;
14.08.25 14:05:41;22,9;7,01;
14.08.25 14:05:42;22,9;7,01;
14.08.25 14:05:43;22,9;7,00;
14.08.25 14:05:44;22,9;7,02;
14.08.25 14:05:45;22,9;7,03;
14.08.25 14:05:46;22,9;7,01;
14.08.25 14:05:47;22,9;7,01;
14.08.25 14:05:48;22,9;6,99;
14.08.25 14:05:49;22,9;6,99;
14.08.25 14:05:50;22,9;7,00;
14.08.25 14:05:51;22,9;7,01;
14.08.25 14:05:52;22,9;7,02;
14.08.25 14:05:53;22,9;7,00;
14.08.25 14:05:54;22,9;6,97;
Durchschnitt gesamt;22,9;7,03;
Minimum gesamt;22,9;6,97;
Maximum gesamt;23,1;7,09;

< Allgemeine Informationen >
App-Version;Name Messprogramm;Messdatum;Kommentar;
28.13.10.88198;Standardansicht;14.08.25 14:05:55;;

< Unternehmen >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;Fax;Homepage Adresse;
;;;;;;;;;;

< Kunde >
Stadt;Land;Kundennummer;E-Mail-Adresse;Name;Techniker;Tel.;Straße;
;;;;;;;;

< Geräte >
Name;Seriennummer;Firmware-Version;Messgrößen;
testo 405i;48911774;1.101.1;Temperatur;
testo 405i;48911774;1.101.1;Strömungsgeschwindigkeit;

< Messstelle >
Name;Anlagennummer;Anlagentyp;Anlagenhersteller;Seriennummer der Anlage;Herstellungsdatum;Notizen;
;;;;;;;

< Messparameter >
Messmodus;Messtakt;Startzeit;Ende;Dauer;
Zeitlich;1 Sek;14.08.25 14:04:54;14.08.25 14:05:54;1 Min 0 Sek;

< Grafikausschnitte >
Name

< Bilder >
Name

