Time (s),Distance
0.0,729.3841246981174
0.0009765625,732.0095321163535
0.001953125,734.6349395345896
0.0029296875,736.2101839855313
0.00390625,738.3105099201202
0.0048828125,740.9359173383564
0.005859375,743.0362432729453
0.0068359375,745.1365692075342
0.0078125,745.1365692075342
0.0087890625,744.0864062402397
0.009765625,743.5613247565925
0.0107421875,744.0864062402397
0.01171875,744.0864062402397
0.0126953125,741.9860803056508
0.013671875,739.3606728874147
0.0146484375,736.7352654691786
0.015625,734.6349395345896
0.0166015625,732.5346136000007
0.017578125,729.9092061817646
0.0185546875,726.7587172798812
0.01953125,725.1834728289396
0.0205078125,724.6583913452923
0.021484375,725.1834728289396
0.0224609375,726.7587172798812
0.0234375,727.8088802471757
0.0244140625,728.3339617308229
0.025390625,729.9092061817646
0.0263671875,732.0095321163535
0.02734375,735.1600210182369
0.0283203125,738.8355914037675
0.029296875,742.5111617892981
0.0302734375,745.1365692075342
0.03125,748.2870581094176
0.0322265625,750.9124655276537
0.033203125,753.0127914622426
0.0341796875,753.5378729458898
0.03515625,751.9626284949481
0.0361328125,751.4375470113009
0.037109375,750.9124655276537
0.0380859375,750.3873840440065
0.0390625,749.8623025603592
0.0400390625,748.2870581094176
0.041015625,745.6616506911814
0.0419921875,742.5111617892981
0.04296875,738.3105099201202
0.0439453125,735.1600210182369
0.044921875,731.4844506327063
0.0458984375,727.8088802471757
0.046875,723.6082283779979
0.0478515625,720.9828209597617
0.048828125,720.4577394761145
0.0498046875,720.9828209597617
0.05078125,721.507902443409
0.0517578125,723.0831468943506
0.052734375,725.1834728289396
0.0537109375,727.2837987635285
0.0546875,730.9593691490591
0.0556640625,735.1600210182369
0.056640625,738.8355914037675
0.0576171875,742.5111617892981
0.05859375,746.1867321748286
0.0595703125,750.3873840440065
0.060546875,753.5378729458898
0.0615234375,755.6381988804787
0.0625,756.6883618477732
0.0634765625,756.163280364126
0.064453125,754.5880359131843
0.0654296875,752.4877099785954
0.06640625,749.337221076712
0.0673828125,744.611487723887
0.068359375,739.8857543710619
0.0693359375,734.1098580509424
0.0703125,728.8590432144701
0.0712890625,723.6082283779979
0.072265625,719.9326579924673
0.0732421875,717.3072505742311
0.07421875,714.681843155995
0.0751953125,712.5815172214061
0.076171875,711.0062727704644
0.0771484375,712.0564357377589
0.078125,713.6316801887006
0.0791015625,716.7821690905839
0.080078125,720.4577394761145
0.0810546875,725.1834728289396
0.08203125,730.4342876654118
0.0830078125,736.2101839855313
0.083984375,741.4609988220036
0.0849609375,745.6616506911814
0.0859375,749.337221076712
0.0869140625,753.0127914622426
0.087890625,757.2134433314204
0.0888671875,760.3639322333038
0.08984375,762.4642581678927
0.0908203125,763.5144211351871
0.091796875,764.0395026188344
0.0927734375,763.5144211351871
0.09375,761.9391766842455
0.0947265625,758.7886877823621
0.095703125,754.5880359131843
0.0966796875,749.337221076712
0.09765625,744.0864062402397
0.0986328125,739.8857543710619
0.099609375,735.6851025018841
0.1005859375,731.4844506327063
0.1015625,727.8088802471757
0.1025390625,724.6583913452923
0.103515625,722.0329839270562
0.1044921875,720.9828209597617
0.10546875,719.9326579924673
0.1064453125,719.4075765088201
0.107421875,719.9326579924673
0.1083984375,722.0329839270562
0.109375,726.233635796234
0.1103515625,730.4342876654118
0.111328125,734.1098580509424
0.1123046875,737.2603469528258
0.11328125,740.4108358547091
0.1142578125,744.0864062402397
0.115234375,747.2368951421231
0.1162109375,748.8121395930648
0.1171875,749.8623025603592
0.1181640625,748.8121395930648
0.119140625,748.2870581094176
0.1201171875,747.7619766257703
0.12109375,746.1867321748286
0.1220703125,744.0864062402397
0.123046875,741.4609988220036
0.1240234375,739.3606728874147
0.125,736.7352654691786
0.1259765625,734.1098580509424
0.126953125,730.9593691490591
0.1279296875,727.8088802471757
0.12890625,724.6583913452923
0.1298828125,723.6082283779979
0.130859375,723.0831468943506
0.1318359375,722.5580654107034
0.1328125,722.5580654107034
0.1337890625,722.0329839270562
0.134765625,723.0831468943506
0.1357421875,725.1834728289396
0.13671875,727.8088802471757
0.1376953125,729.9092061817646
0.138671875,733.059695083648
0.1396484375,734.6349395345896
0.140625,737.785428436473
0.1416015625,740.4108358547091
0.142578125,743.5613247565925
0.1435546875,745.1365692075342
0.14453125,745.6616506911814
0.1455078125,746.7118136584759
0.146484375,747.2368951421231
0.1474609375,747.7619766257703
0.1484375,747.2368951421231
0.1494140625,746.1867321748286
0.150390625,744.611487723887
0.1513671875,743.0362432729453
0.15234375,739.8857543710619
0.1533203125,736.2101839855313
0.154296875,732.0095321163535
0.1552734375,727.8088802471757
0.15625,724.1333098616451
0.1572265625,721.507902443409
0.158203125,719.9326579924673
0.1591796875,718.3574135415256
0.16015625,717.8323320578784
0.1611328125,717.8323320578784
0.162109375,718.8824950251728
0.1630859375,721.507902443409
0.1640625,724.1333098616451
0.1650390625,726.233635796234
0.166015625,729.3841246981174
0.1669921875,733.059695083648
0.16796875,737.2603469528258
0.1689453125,741.4609988220036
0.169921875,745.1365692075342
0.1708984375,748.8121395930648
0.171875,750.9124655276537
0.1728515625,752.4877099785954
0.173828125,754.0629544295371
0.1748046875,754.5880359131843
0.17578125,754.0629544295371
0.1767578125,750.9124655276537
0.177734375,748.2870581094176
0.1787109375,746.1867321748286
0.1796875,744.611487723887
0.1806640625,741.9860803056508
0.181640625,737.785428436473
0.1826171875,733.5847765672952
0.18359375,730.4342876654118
0.1845703125,727.8088802471757
0.185546875,725.1834728289396
0.1865234375,722.5580654107034
0.1875,719.4075765088201
0.1884765625,717.8323320578784
0.189453125,717.8323320578784
0.1904296875,719.9326579924673
0.19140625,722.5580654107034
0.1923828125,725.1834728289396
0.193359375,727.2837987635285
0.1943359375,730.4342876654118
0.1953125,734.1098580509424
0.1962890625,738.8355914037675
0.197265625,742.5111617892981
0.1982421875,744.611487723887
0.19921875,747.7619766257703
0.2001953125,751.4375470113009
0.201171875,754.5880359131843
0.2021484375,755.6381988804787
0.203125,754.5880359131843
0.2041015625,752.4877099785954
0.205078125,749.8623025603592
0.2060546875,747.7619766257703
0.20703125,745.6616506911814
0.2080078125,741.9860803056508
0.208984375,737.2603469528258
0.2099609375,733.059695083648
0.2109375,729.3841246981174
0.2119140625,726.233635796234
0.212890625,722.0329839270562
0.2138671875,717.3072505742311
0.21484375,714.1567616723478
0.2158203125,713.1065987050533
0.216796875,713.1065987050533
0.2177734375,714.1567616723478
0.21875,716.2570876069367
0.2197265625,718.8824950251728
0.220703125,722.5580654107034
0.2216796875,727.2837987635285
0.22265625,731.4844506327063
0.2236328125,735.1600210182369
0.224609375,738.8355914037675
0.2255859375,742.5111617892981
0.2265625,745.6616506911814
0.2275390625,747.7619766257703
0.228515625,749.337221076712
0.2294921875,748.8121395930648
0.23046875,748.2870581094176
0.2314453125,748.2870581094176
0.232421875,747.7619766257703
0.2333984375,746.7118136584759
0.234375,744.611487723887
0.2353515625,741.9860803056508
0.236328125,738.8355914037675
0.2373046875,735.6851025018841
0.23828125,731.4844506327063
0.2392578125,726.7587172798812
0.240234375,723.6082283779979
0.2412109375,722.5580654107034
0.2421875,722.0329839270562
0.2431640625,721.507902443409
0.244140625,720.9828209597617
0.2451171875,720.9828209597617
0.24609375,721.507902443409
0.2470703125,721.507902443409
0.248046875,723.0831468943506
0.2490234375,725.1834728289396
0.25,727.8088802471757
0.2509765625,730.4342876654118
0.251953125,732.0095321163535
0.2529296875,734.1098580509424
0.25390625,735.6851025018841
0.2548828125,737.785428436473
0.255859375,738.3105099201202
0.2568359375,739.3606728874147
0.2578125,739.3606728874147
0.2587890625,739.3606728874147
0.259765625,738.8355914037675
0.2607421875,738.8355914037675
0.26171875,738.3105099201202
0.2626953125,737.2603469528258
0.263671875,735.6851025018841
0.2646484375,734.6349395345896
0.265625,734.6349395345896
0.2666015625,734.1098580509424
0.267578125,733.5847765672952
0.2685546875,733.5847765672952
0.26953125,734.6349395345896
0.2705078125,735.6851025018841
0.271484375,737.785428436473
0.2724609375,739.3606728874147
0.2734375,739.8857543710619
0.2744140625,740.4108358547091
0.275390625,740.4108358547091
0.2763671875,741.4609988220036
0.27734375,741.9860803056508
0.2783203125,743.5613247565925
0.279296875,745.6616506911814
0.2802734375,747.2368951421231
0.28125,748.8121395930648
0.2822265625,748.2870581094176
0.283203125,747.7619766257703
0.2841796875,746.1867321748286
0.28515625,744.611487723887
0.2861328125,743.5613247565925
0.287109375,742.5111617892981
0.2880859375,740.4108358547091
0.2890625,739.3606728874147
0.2900390625,737.785428436473
0.291015625,737.2603469528258
0.2919921875,737.2603469528258
0.29296875,736.2101839855313
0.2939453125,734.6349395345896
0.294921875,733.5847765672952
0.2958984375,733.5847765672952
0.296875,733.5847765672952
0.2978515625,734.6349395345896
0.298828125,734.1098580509424
0.2998046875,734.1098580509424
0.30078125,734.6349395345896
0.3017578125,735.6851025018841
0.302734375,736.7352654691786
0.3037109375,738.3105099201202
0.3046875,739.3606728874147
0.3056640625,740.4108358547091
0.306640625,740.9359173383564
0.3076171875,741.4609988220036
0.30859375,742.5111617892981
0.3095703125,741.4609988220036
0.310546875,739.8857543710619
0.3115234375,739.3606728874147
0.3125,739.8857543710619
0.3134765625,740.4108358547091
0.314453125,739.3606728874147
0.3154296875,737.785428436473
0.31640625,736.7352654691786
0.3173828125,735.6851025018841
0.318359375,735.1600210182369
0.3193359375,734.6349395345896
0.3203125,733.5847765672952
0.3212890625,732.0095321163535
0.322265625,730.9593691490591
0.3232421875,730.4342876654118
0.32421875,730.4342876654118
0.3251953125,730.4342876654118
0.326171875,729.9092061817646
0.3271484375,729.3841246981174
0.328125,729.3841246981174
0.3291015625,730.4342876654118
0.330078125,731.4844506327063
0.3310546875,732.0095321163535
0.33203125,733.059695083648
0.3330078125,734.6349395345896
0.333984375,736.2101839855313
0.3349609375,737.785428436473
0.3359375,739.3606728874147
0.3369140625,739.8857543710619
0.337890625,740.9359173383564
0.3388671875,742.5111617892981
0.33984375,743.5613247565925
0.3408203125,743.5613247565925
0.341796875,744.0864062402397
0.3427734375,743.0362432729453
0.34375,741.9860803056508
0.3447265625,740.9359173383564
0.345703125,739.8857543710619
0.3466796875,738.8355914037675
0.34765625,736.7352654691786
0.3486328125,735.1600210182369
0.349609375,734.1098580509424
0.3505859375,733.5847765672952
0.3515625,732.5346136000007
0.3525390625,731.4844506327063
0.353515625,730.4342876654118
0.3544921875,730.9593691490591
0.35546875,731.4844506327063
0.3564453125,732.5346136000007
0.357421875,733.059695083648
0.3583984375,733.5847765672952
0.359375,734.6349395345896
0.3603515625,736.2101839855313
0.361328125,737.785428436473
0.3623046875,738.8355914037675
0.36328125,739.8857543710619
0.3642578125,741.4609988220036
0.365234375,741.9860803056508
0.3662109375,741.9860803056508
0.3671875,741.9860803056508
0.3681640625,741.9860803056508
0.369140625,741.9860803056508
0.3701171875,741.9860803056508
0.37109375,740.9359173383564
0.3720703125,738.8355914037675
0.373046875,737.2603469528258
0.3740234375,734.6349395345896
0.375,733.059695083648
0.3759765625,732.0095321163535
0.376953125,730.4342876654118
0.3779296875,728.8590432144701
0.37890625,726.7587172798812
0.3798828125,726.7587172798812
0.380859375,726.7587172798812
0.3818359375,727.2837987635285
0.3828125,726.233635796234
0.3837890625,725.7085543125868
0.384765625,727.2837987635285
0.3857421875,728.3339617308229
0.38671875,730.4342876654118
0.3876953125,731.4844506327063
0.388671875,733.059695083648
0.3896484375,734.6349395345896
0.390625,737.2603469528258
0.3916015625,739.8857543710619
0.392578125,741.4609988220036
0.3935546875,741.4609988220036
0.39453125,740.9359173383564
0.3955078125,740.4108358547091
0.396484375,739.3606728874147
0.3974609375,738.3105099201202
0.3984375,737.2603469528258
0.3994140625,736.7352654691786
0.400390625,736.2101839855313
0.4013671875,736.7352654691786
0.40234375,736.7352654691786
0.4033203125,736.7352654691786
0.404296875,735.6851025018841
0.4052734375,734.6349395345896
0.40625,732.0095321163535
0.4072265625,729.9092061817646
0.408203125,727.8088802471757
0.4091796875,726.7587172798812
0.41015625,726.7587172798812
0.4111328125,726.233635796234
0.412109375,725.7085543125868
0.4130859375,726.233635796234
0.4140625,726.7587172798812
0.4150390625,727.8088802471757
0.416015625,729.3841246981174
0.4169921875,732.0095321163535
0.41796875,733.059695083648
0.4189453125,735.1600210182369
0.419921875,736.7352654691786
0.4208984375,739.3606728874147
0.421875,740.4108358547091
0.4228515625,740.9359173383564
0.423828125,740.9359173383564
0.4248046875,740.9359173383564
0.42578125,741.4609988220036
0.4267578125,741.4609988220036
0.427734375,741.4609988220036
0.4287109375,742.5111617892981
0.4296875,743.5613247565925
0.4306640625,744.611487723887
0.431640625,745.1365692075342
0.4326171875,744.611487723887
0.43359375,744.0864062402397
0.4345703125,743.0362432729453
0.435546875,741.4609988220036
0.4365234375,740.4108358547091
0.4375,738.8355914037675
